0.01,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.11,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0
0.13,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0
0.17,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0
0.19,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.21,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,240.23450619362987
0.26,0.0,0.0,0.0,240.3110989466901
0.27,0.0,0.0,240.76232627007442,239.9481348809153
0.28,0.0,0.0,239.73497770420585,239.03274243271858
0.29,0.0,0.0,238.826060528983,238.21346871148464
0.3,0.0,0.0,239.31435984639026,238.0090293109973
0.31,0.0,0.0,239.42028040748508,238.54105736554274
0.32,0.0,0.0,239.34100368721047,238.84091713312438
0.33,0.0,0.0,237.8603285705861,239.61164918578015
0.34,0.0,0.0,0.0,239.84966864768242
0.35,0.0,0.0,0.0,239.76667302149846
0.36,0.0,0.0,0.0,239.352007806487
0.37,0.0,0.0,0.0,238.0261867396929
0.38,0.0,0.0,0.0,236.79453897848703
0.39,0.0,0.0,0.0,235.23518625148148
0.4,0.0,0.0,0.0,234.27418932565132
0.41,0.0,0.0,0.0,233.25280664883633
0.42,0.0,0.0,0.0,232.8013432280381
0.43,0.0,0.0,0.0,232.68801509777447
0.44,0.0,0.0,0.0,232.6479568856024
0.45,0.0,0.0,0.0,232.33661728495377
0.46,0.0,0.0,361.1486624614358,232.39519566984714
0.47,0.0,0.0,361.8094035551272,232.30841046780503
0.48,0.0,0.0,362.6953102462712,232.31942314483882
0.49,0.0,0.0,364.3037932615815,232.75558236578547
0.5,0.0,0.0,366.80437406515966,233.20896376828742
0.51,0.0,0.0,368.8662716983506,233.97861949692555
0.52,337.3888052702244,0.0,370.0369887728946,234.8699184671933
0.53,316.6962221041539,387.97800920052566,370.70988735542085,235.72136527301785
0.54,282.38596412442695,390.2420280675643,371.07576189232424,236.40593439768932
0.55,247.39062961930645,390.8738652287777,370.9627669399652,236.88366754048462
0.56,218.94291205447084,390.7851601335008,370.7996394041432,237.233695024824
0.57,199.4432603534065,388.82552940261286,370.6685540014856,237.2549687060112
0.58,178.17333058928935,386.6306746188579,370.90948441544515,236.8794822386469
0.59,166.00497490661948,384.34032068742295,371.59773338284606,236.1827019567533
0.6,168.9710092031795,383.20827436867376,373.1608015148774,235.48526908029854
0.61,173.208351594612,382.93258944956085,375.8643428603461,234.97237981653808
0.62,176.63375843050403,383.0364007543306,377.75213016582086,234.68507646920943
0.63,180.70552670152858,382.53311760498667,379.27451751593713,234.42115261726246
0.64,183.8461928580764,381.27394730341064,380.40600972103323,234.32595277366417
0.65,185.35959753734528,378.94316389028364,381.1596792133079,234.59296729882146
0.66,186.0703918688696,375.8426788129588,381.32056979464517,235.10869461946768
0.67,186.69514645438764,372.97202551781714,380.7429122534906,235.5894514542224
0.68,187.51649651057357,371.1265031785391,380.3288341581823,236.00858572088097
0.69,188.50013876788043,370.7005494519203,380.25168578944624,236.2453286406921
0.7,190.33172908142902,371.8549532113156,380.74544833598463,236.52769818687491
0.71,192.2242141293232,373.5673450807434,381.45270561741006,236.6919372324401
0.72,194.27663167389144,376.6048240724189,382.1679677306746,236.6870446213707
0.73,195.95680443132758,379.7032991513765,383.41148872112825,236.63173236338628
0.74,197.22713260809,382.0244041615929,385.55681109576966,236.8924933701101
0.75,199.29803162984226,383.58519372237436,388.22703750342674,237.11104554626823
0.76,201.75521925743183,383.9813181296908,390.3518961353569,237.38484793169403
0.77,202.96514717015617,383.07395147216596,391.7697050131677,237.35876516998408
0.78,203.2925716964087,381.7611179419016,393.21139904795035,237.0767562669304
0.79,203.15940434202759,380.0824545537531,394.03925320054634,236.62428193073882
0.8,202.76247346561425,378.9625102528349,394.8905302077554,236.25156365027138
0.81,202.0088033172686,378.31891345702604,395.2193945402454,236.08716601269867
0.82,200.5739031599564,377.7575255380447,395.0367749453386,236.29527994742656
0.83,198.98254269859024,377.7938138379152,394.0408483060218,236.4207592957024
0.84,197.98795958401584,377.6118433972509,392.4095915751377,236.3760359324824
0.85,197.1038611211988,377.56780097677176,390.30942691406256,236.54019509683053
0.86,196.25111851508254,377.43200323926885,387.4969689503968,236.66871912188046
0.87,195.44320399752675,377.39135107926353,384.96006265301696,236.83732634019367
0.88,194.6571658953067,377.686672715019,384.00600616624115,236.92416377364552
0.89,194.31553682784386,378.2640474500748,383.0457129977382,237.2821847471468
0.9,194.7927869112924,379.51545274263395,382.17610154157626,237.45149970208956
0.91,195.23411570388828,380.66498935643807,381.6407615144997,237.52729902145612
0.92,195.5854303081256,382.1502459145549,381.2917394938081,237.77919794052258
0.93,195.6128298230653,383.83633354363786,380.31928589164335,238.00648848453773
0.94,196.08469357053215,384.91531688068983,379.3175533110402,238.15227138133315
0.95,196.49510544161856,384.9109649876739,378.1970946400989,238.06749994479526
0.96,197.35778728796,384.13502759356345,376.8532654311754,238.1801253981329
0.97,198.63112709639125,383.2681927666554,375.8749812377722,238.50377892619827
0.98,199.72180337134841,382.80982322527086,375.9522731806726,239.0887838174123
0.99,200.2829006293794,382.54146107330087,377.17427931928734,239.9049083089941
1.0,200.4066540768735,382.29609107359744,379.0983086360569,240.82428242299068
1.01,200.43354984756715,382.8791598918385,381.6265743927424,241.26280494520924
1.02,200.552601174973,384.0843776811786,384.6077926493482,239.69676117042752
1.03,200.75488838701446,386.42658911641195,387.3172092190297,0.0
1.04,200.79357789687282,388.7187587082923,389.90479162259885,0.0
1.05,200.5563106169436,390.2113770941056,392.1324036404743,0.0
1.06,200.20305180468225,391.0238368866153,393.9073565625957,0.0
1.07,200.0043453637936,391.54465154867887,394.6914890515968,0.0
1.08,200.09203398391517,389.8657826432877,394.7529857428593,0.0
1.09,200.49711242376998,0.0,394.27708240195847,0.0
1.1,200.95739270274623,0.0,393.13109164188575,0.0
1.11,201.0974820504432,0.0,391.8679642538102,0.0
1.12,200.73556045705047,0.0,390.70866743187935,0.0
1.13,199.911669932981,0.0,390.1570221423749,231.08765595073297
1.14,198.8895114776909,0.0,390.1486677422129,0.0
1.15,197.88447700114287,0.0,390.2125301032962,0.0
1.16,196.86581999951875,388.75795624215584,390.20192308477687,0.0
1.17,196.1203751011109,389.53537732191023,389.98326561588806,0.0
1.18,195.62427016742225,389.0706223735759,389.68041957288483,0.0
1.19,195.10410416394558,389.7600502606975,389.43819241116927,0.0
1.2,194.6374339367064,390.681346034356,389.7177750783102,0.0
1.21,194.19882493853993,0.0,390.39039796538304,0.0
1.22,192.94184366848046,0.0,391.14408082447073,0.0
1.23,190.8945775303476,466.9852911929361,392.45360303367295,309.66641213767485
1.24,0.0,467.7327248043667,394.7881345200688,309.144309072013
1.25,0.0,0.0,397.0809126667272,308.4758411989224
1.26,0.0,0.0,399.11122929536805,307.97742637538755
1.27,166.95846148472236,0.0,400.10332733502776,307.3626606161177
1.28,165.60091473961555,0.0,400.2297891312848,306.54733201211576
1.29,165.20146813106211,0.0,400.04570943277366,305.43117381150387
1.3,165.5754766820969,0.0,399.5340043172346,304.2427628954502
1.31,166.39268842679041,0.0,399.00178400068864,303.22165503091566
1.32,167.67406012446958,0.0,398.89525911054426,302.2073740332287
1.33,169.9280225536391,0.0,399.2838032816665,301.40646169455346
1.34,171.31772226816526,0.0,400.10123853173576,300.7287587721454
1.35,171.6775617277332,0.0,401.0072534619631,300.2906767816549
1.36,171.49830217168184,0.0,401.4996980036092,299.9887179236186
1.37,171.4738321007094,0.0,398.8706541000589,299.68365836074304
1.38,0.0,0.0,395.6260590486273,299.36255694935625
